height,width,length,z_center,z_min_approx,z_max_approx,elongation,flatness,aspect_wl,volume,log_volume,footprint,slenderness,height_x_footprint,hw_ratio,dist_lidar,height_vol_ratio,z_min_abs,compactness,footprint_height_ratio,density,log_npts,class_ID,class_label,ego_x,ego_y,ego_z,ego_yaw
45.78420996054443,6.141758495125417,6.204439730581299,23.936369840752874,1.0442648604806593,46.82847482102509,7.37926580781773,0.9898973576700358,0.9898973576700358,1744.6609074293674,7.46488850644384,38.10617042279135,7.416825680656662,1744.6609074293674,7.454576730244665,185.1708112629445,3.803166870132273,1.0442648604806593,1.6095770627161383,0.832299398758441,0.0,0.0,0,Antenna,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
12.445114272001186,3.663840611292813,10.003173726217533,8.65753373538567,2.4349765993850765,14.880090871386262,1.2441165786597828,0.3662678177516976,0.3662678177516976,456.1138629442115,6.124932512911529,36.65003413993305,2.0557092824667835,456.1138629442115,3.3967400857019916,163.48254212078564,1.6167435287013978,2.4349765993850765,1.130741323525507,2.944933516792826,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
10.82382173964525,3.2947854455170424,4.510456837013591,7.419777412764949,2.007866542942324,12.831688282587574,2.3997173968772056,0.7304771034453675,0.7304771034453675,160.85267999966305,5.0866865387749405,14.860987539225215,2.807739398622384,160.85267999966308,3.2851370502356625,138.49669771463138,1.9902357851790962,2.007866542942324,1.1418095737701988,1.372988940199627,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
6.251832685064954,2.155205930143707,6.763614808664883,21.07128299250228,17.945366649969802,24.197199335034757,0.9243330470351027,0.31864705355229095,0.31864705355229095,91.13285717383326,4.523231635055392,14.57698274484235,1.6374706589891261,91.13285717383326,2.9008052537457933,215.5537704459515,1.3892562242478586,17.945366649969802,1.1237198091460885,2.3316335351816764,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
1.629410568834575,0.8207759781391668,6.442991277480838,2.829634532789419,2.0149292483721313,3.6443398172067063,0.2528965970401969,0.12739051518009878,0.12739051518009878,8.616734461888596,2.263504754024262,5.288252467916455,0.7085564219278864,8.616734461888596,1.9852074283761507,143.58778613999618,0.7947849334811875,2.0149292483721313,1.4459551367504553,3.2455002864617737,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
9.272294323665864,3.299504835953557,8.175468231302258,12.575548354503312,7.939401192670379,17.211695516336242,1.134160645155965,0.40358603845103364,0.40358603845103364,250.12011124287145,5.5259313555205045,26.974996965366472,1.7852806852132408,250.12011124287145,2.8102078295594226,218.76909685277738,1.47164933191486,7.939401192670379,1.0976320469386458,2.909204132629574,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
5.037216166947081,10.205241764832255,13.880775537961416,9.813474449666078,7.2948663661925375,12.33208253313962,0.3628915512084468,0.7352068864540573,0.7352068864540573,713.5552695304558,6.5716603485146425,141.65667024826575,0.4232257409437376,713.5552695304558,0.49359106653460827,181.58102818134384,0.5637000188239611,7.2948663661925375,1.086365081492835,28.12201532619951,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
9.745430113898667,2.3689612569346985,3.044243800351145,6.956216116053516,2.083501059104182,11.82893117300285,3.2012646663761157,0.7781772460738674,0.7781772460738674,70.28107566445176,4.266630873739652,7.211695619695512,3.6289611363770446,70.28107566445176,4.113798858200282,119.06212428059487,2.361501422347827,2.083501059104182,1.2244076830277988,0.7400079355564193,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
9.73743670607212,1.2313288649351553,7.30741312446024,7.033930581232922,2.1652122281968618,11.902648934268981,1.3325422471979609,0.1685040716821532,0.1685040716821532,87.61578753772712,4.484310030650675,8.997828708153884,3.2462038398628072,87.61578753772712,7.90807150174695,143.71783542139016,2.192386864761029,2.1652122281968618,1.3716290819801424,0.9240448980318375,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
1.349370374452468,0.6545375346187892,0.8824057204537941,2.7388624506682406,2.064177263442007,3.4135476378944745,1.5291949532676743,0.7417648361143677,0.7417648361143677,0.7793526961219268,0.5762496443018066,0.5775676647993429,1.7755370345546875,0.7793526961219268,2.0615630167616867,69.45026228966776,1.4662898340251336,2.064177263442007,1.0454684181867786,0.4280275273078391,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
10.700816284269678,2.6822056644023022,3.494074555180071,24.067322297077837,18.716914154942998,29.417730439212676,3.0625609486224024,0.7676440848767383,0.7676440848767383,100.2861943067051,4.617950116741939,9.371826563747941,3.4954636207551326,100.2861943067051,3.9895584541814872,216.77363425742138,2.303225840499718,18.716914154942998,1.2108660295203033,0.8758048278545473,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
45.89129983269758,5.929449354815665,7.530131532910411,-0.9751701882734524,-23.92082010462224,21.970479728075336,6.0943556738856195,0.7874297187108923,0.7874297187108923,2049.0251319687736,7.62560733155427,44.64953355949273,6.867867308778214,2049.025131968773,7.739555072753337,192.32572237175597,3.6131106664095087,23.92082010462224,1.5576031547993738,0.9729411396554062,0.0,0.0,0,Antenna,-164525.171875,-129881.3671875,14278.4794921875,46.65750503540039
41.05255960098006,6.2637444595812415,6.763292658980597,36.543868358510565,16.017588558020535,57.070148159000595,6.069907317476299,0.9261383138971468,0.9261383138971468,1739.1316243665472,7.461716035535217,42.363536921216195,6.307309381951765,1739.1316243665474,6.553996553640473,291.28091945353805,3.4137319970949838,16.017588558020535,1.4989991002257,1.0319341189192217,0.0,0.0,0,Antenna,-153971.078125,-81466.8515625,11939.0205078125,-97.28401184082033
